station_id,station_name,radius_m,band,n_routes,n_destinations,n_departures,departures_per_hour,retention,grade,best_headway_min,expected_wait_min,nearest_bus_stop_m,usable
GNH,Gandhi Hospital,300,late_night,1,0,1,0.2,0.002572347266881029,no_service,300.0,150.0,159.79843395199822,False
GNH,Gandhi Hospital,300,midday,42,34,440,73.33333333333333,0.9431939978563773,maintained,7.0588235294117645,0.40909090909090906,149.30638585167708,True
GNH,Gandhi Hospital,300,morning_peak,41,31,242,80.66666666666667,1.037513397642015,maintained,6.428571428571429,0.371900826446281,149.30638585167708,True
GNH,Gandhi Hospital,300,night,26,19,162,54.0,0.6945337620578779,maintained,7.2,0.5555555555555556,149.30638585167708,True
GNH,Gandhi Hospital,500,evening_peak,38,34,311,77.75,1.0,maintained,7.0588235294117645,0.38585209003215437,149.30638585167708,True
GNH,Gandhi Hospital,500,late_night,1,0,1,0.2,0.002572347266881029,no_service,300.0,150.0,159.79843395199822,False
GNH,Gandhi Hospital,500,midday,42,34,440,73.33333333333333,0.9431939978563773,maintained,7.0588235294117645,0.40909090909090906,149.30638585167708,True
GNH,Gandhi Hospital,500,morning_peak,41,31,242,80.66666666666667,1.037513397642015,maintained,6.428571428571429,0.371900826446281,149.30638585167708,True
GNH,Gandhi Hospital,500,night,26,19,162,54.0,0.6945337620578779,maintained,7.2,0.5555555555555556,149.30638585167708,True
GNH,Gandhi Hospital,800,evening_peak,42,38,356,89.0,1.0,maintained,7.0588235294117645,0.3370786516853933,149.30638585167708,True
GNH,Gandhi Hospital,800,late_night,1,0,1,0.2,0.0022471910112359553,no_service,300.0,150.0,159.79843395199822,False
GNH,Gandhi Hospital,800,midday,46,37,522,87.0,0.9775280898876404,maintained,6.0,0.3448275862068966,149.30638585167708,True
GNH,Gandhi Hospital,800,morning_peak,44,33,276,92.0,1.0337078651685394,maintained,6.428571428571429,0.32608695652173914,149.30638585167708,True
GNH,Gandhi Hospital,800,night,29,21,182,60.666666666666664,0.6816479400749064,maintained,7.2,0.4945054945054944,149.30638585167708,True
HTC,HITEC City,300,evening_peak,18,17,265,66.25,1.0,maintained,1.9672131147540983,0.45283018867924535,120.63288233706969,True
HTC,HITEC City,300,late_night,2,1,13,2.6,0.03924528301886793,collapsed,30.0,11.538461538461538,120.63288233706969,True
HTC,HITEC City,300,midday,17,15,273,45.5,0.6867924528301886,maintained,2.88,0.6593406593406593,120.63288233706969,True
HTC,HITEC City,300,morning_peak,18,16,169,56.333333333333336,0.8503144654088051,maintained,2.4324324324324325,0.5325443786982249,120.63288233706969,True
HTC,HITEC City,300,night,8,13,124,41.333333333333336,0.6238993710691825,maintained,2.5714285714285716,0.7258064516129032,120.63288233706969,True
HTC,HITEC City,500,evening_peak,37,37,407,101.75,1.0,maintained,1.9672131147540983,0.29484029484029495,120.63288233706969,True
HTC,HITEC City,500,late_night,2,1,13,2.6,0.025552825552825554,collapsed,30.0,11.538461538461538,120.63288233706969,True
HTC,HITEC City,500,midday,35,28,436,72.66666666666667,0.7141687141687142,maintained,2.88,0.41284403669724773,120.63288233706969,True
HTC,HITEC City,500,morning_peak,40,33,284,94.66666666666667,0.9303849303849304,maintained,2.4324324324324325,0.31690140845070425,120.63288233706969,True
HTC,HITEC City,500,night,18,24,189,63.0,0.6191646191646192,maintained,2.5714285714285716,0.47619047619047616,120.63288233706969,True
HTC,HITEC City,800,evening_peak,40,40,432,108.0,1.0,maintained,1.9672131147540983,0.2777777777777778,120.63288233706969,True
HTC,HITEC City,800,late_night,3,1,33,6.6,0.06111111111111111,poor,16.666666666666668,4.545454545454546,120.63288233706969,True
HTC,HITEC City,800,midday,39,32,471,78.5,0.7268518518518519,maintained,2.88,0.38216560509554137,120.63288233706969,True
HTC,HITEC City,800,morning_peak,43,38,302,100.66666666666667,0.9320987654320988,maintained,2.4324324324324325,0.2980132450331126,120.63288233706969,True
HTC,HITEC City,800,night,21,25,208,69.33333333333333,0.6419753086419753,maintained,2.5714285714285716,0.4326923076923077,120.63288233706969,True
HSG,Habsiguda,300,evening_peak,99,68,671,167.75,1.0,maintained,3.037974683544304,0.1788375558867362,148.46839338417166,True
HSG,Habsiguda,300,late_night,10,10,24,4.8,0.028614008941877794,collapsed,25.0,6.25,148.46839338417166,True
HSG,Habsiguda,300,midday,90,78,847,141.16666666666666,0.8415300546448087,maintained,3.364485981308411,0.21251475796930341,148.46839338417166,True
HSG,Habsiguda,300,morning_peak,87,57,433,144.33333333333334,0.8604073522106309,maintained,3.0,0.20785219399538107,148.46839338417166,True
HSG,Habsiguda,300,night,63,36,324,108.0,0.6438152011922503,maintained,4.0,0.27777777777777785,148.46839338417166,True
HSG,Habsiguda,500,evening_peak,99,68,671,167.75,1.0,maintained,3.037974683544304,0.1788375558867362,148.46839338417166,True
HSG,Habsiguda,500,late_night,10,10,24,4.8,0.028614008941877794,collapsed,25.0,6.25,148.46839338417166,True
HSG,Habsiguda,500,midday,90,78,847,141.16666666666666,0.8415300546448087,maintained,3.364485981308411,0.21251475796930341,148.46839338417166,True
HSG,Habsiguda,500,morning_peak,87,57,433,144.33333333333334,0.8604073522106309,maintained,3.0,0.20785219399538107,148.46839338417166,True
